RGT_1.A1ModJulian         RGT_1.Hellas_Planitia_GS.X   RGT_1.Hellas_Planitia_GS.Y   RGT_1.Hellas_Planitia_GS.Z   RGT_1.Valles_Marineris_GS.X   RGT_1.Valles_Marineris_GS.Y   RGT_1.Valles_Marineris_GS.Z   RGT_1.Schiaparelli_Crater_GS.X   RGT_1.Schiaparelli_Crater_GS.Y   RGT_1.Schiaparelli_Crater_GS.Z   RGT_1.Mawrth_Vallis_GS.X   RGT_1.Mawrth_Vallis_GS.Y   RGT_1.Mawrth_Vallis_GS.Z   RGT_1.Arcadia_Planitia_GS.X   RGT_1.Arcadia_Planitia_GS.Y   RGT_1.Arcadia_Planitia_GS.Z   
21545.06378375224         4998.654660711853            8901.263276159701            -11110.16723852912           -882.2137278616392            -12408.30562126415            -6351.916156574915            -982.8522907583274               -2039.125814028784               -15981.36239772164               -5153.830211404629         -8957.384884824922         -10937.97576078382         -5153.830211404629            -8957.384884824922            -10937.97576078382            
21545.07211324922         5189.453357197681            8408.02390186049             -11542.06968127709           -1190.35605083426             -12519.96119808231            -5752.908407068941            -1142.30694286052                -2690.837922313762               -15854.57720602173               -5092.547712601117         -9408.629729899225         -10429.20126445404         -5092.547712601117            -9408.629729899225            -10429.20126445404            
21545.08045261405         5377.501815833655            7891.357451856028            -11944.13708066347           -1482.504381558363            -12598.98276912312            -5142.687478916285            -1285.113726545713               -3337.205482001827               -15694.01619788988               -5004.916643148938         -9836.327291070469         -9906.362638456783         -5004.916643148938            -9836.327291070469            -9906.362638456783            
21545.08880339612         5563.239868540873            7352.89532714833             -12314.73666708523           -1756.817895065508            -12645.48789615367            -4522.708844694132            -1409.805197405909               -3976.538774342142               -15500.39513550336               -4890.298813285603         -10239.56231041904         -9371.527701604229         -4890.298813285603            -10239.56231041904            -9371.527701604229            
21545.09716508182         5746.9365315541              6794.473785266753            -12652.30772520275           -2011.574594962               -12659.65099299327            -3894.670842454742            -1515.081924420313               -4606.976172735088               -15274.56599834595               -4748.298895821581         -10617.35450334343         -8826.87883846058          -4748.298895821581            -10617.35450334343            -8826.87883846058             
21545.10553974576         5928.78199721745             6217.817263879389            -12955.56901468352           -2245.335440243732            -12641.71427892832            -3260.161529492884            -1599.891869390091               -5226.844453964097               -15017.39190579315               -4578.701961356724         -10968.87626543158         -8274.396026680886         -4578.701961356724            -10968.87626543158            -8274.396026680886            
21545.11392586865         6108.743240824228            5624.941283771257            -13223.28544975388           -2456.775652844791            -12591.97710898647            -2621.115899645358            -1663.370081806325               -5834.203504232531               -14729.91048516497               -4381.590201642446         -11293.17955960217         -7716.243364594646         -4381.590201642446            -11293.17955960217            -7716.243364594646            
21545.12232535278         6286.709482669279            5017.655890302352            -13454.52798796399           -2644.892000659177            -12510.77338373777            -1979.275702621137            -1704.91927744169                -6427.373250905361               -14413.10777083631               -4157.203528847727         -11589.49013968249         -7154.290248200341         -4157.203528847727            -11589.49013968249            -7154.290248200341            
21545.13073852879         6462.379150523895            4397.895839965846            -13648.49735859074           -2808.872522862514            -12398.47508701823            -1336.558074227348            -1724.166256693892               -7004.572291697731               -14068.0609768412                -3906.040992956061         -11856.99829124569         -6590.425691437639         -3906.040992956061            -11856.99829124569            -6590.425691437639            
21545.13916524626         6635.281947569349            3767.63612506451             -13804.57845863973           -2948.141146936027            -12255.49321369311            -694.9628517742938            -1720.984324297954               -7564.012101865384               -13695.90379318749               -3628.845185339021         -12094.91454153738         -6026.473266735666         -3628.845185339021            -12094.91454153738            -6026.473266735666            
21545.14760529453         6804.788291621076            3128.848487356348            -13922.35717562352           -3062.373418232669            -12082.27022576294            -56.52831512090484            -1695.498924538499               -8103.9378554228                 -13297.80261511958               -3326.588537676472         -12302.48882787522         -5464.149776630924         -3326.588537676472            -12302.48882787522            -5464.149776630924            
21545.15605811366         6970.106687613661            2483.510344869906            -14001.6195416177            -3151.495668566417            -11879.28282010771            576.6599274322587             -1648.088718077858               -8622.621211929567               -12874.9623842236                -3000.47821602779          -12479.0080081716          -4905.072814171454         -3000.47821602779             -12479.0080081716             -4905.072814171454            
21545.16452280034         7130.290328668274            1833.592804056671            -14042.35827863606           -3215.688299330392            -11647.04332049924            1202.483684074154             -1579.385381201227               -9118.374891200607               -12428.62238555392               -2651.950864592568         -12623.80526103104         -4350.750079396288         -2651.950864592568            -12623.80526103104            -4350.750079396288            
21545.1730006823          7284.292321159987            1180.85120328589             -14044.77275523577           -3255.394285228472            -11386.01873749811            1818.992923680284             -1490.240092535827               -9589.706615409608               -11959.90758524667               -2282.549689391857         -12736.2995265945          -3802.405431622165         -2282.549689391857            -12736.2995265945             -3802.405431622165            
21545.18149002572         7430.877089242106            527.2229860845327            -14009.24919221605           -3271.277857613993            -11096.78155119992            2424.028812093583             -1381.761853014223               -10035.023849538                 -11470.10773160815               -1894.134712327358         -12815.91706894027         -3261.319748355656         -1894.134712327358            -12815.91706894027            -3261.319748355656            
21545.18999059663         7568.718722483751            -125.5303046075151           -13936.3746851605            -3264.247210269382            -10779.88236113588            3015.571998595323             -1255.266497742645               -10452.90743982381               -10960.43126736422               -1488.678810379066         -12862.17192327504         -2728.530983296636         -1488.678810379066            -12862.17192327504            -2728.530983296636            
21545.19849995137         7696.35451899883             -775.5451987597826           -13826.95381531522           -3235.439009004327            -10435.98284090442            3591.494209882963             -1112.311873910437               -10841.93191014483               -10432.22001895319               -1068.423187740311         -12874.64392594928         -2205.068619113629         -1068.423187740311            -12874.64392594928            -2205.068619113629            
21545.2070202997          7812.305368000212            -1421.384865182208           -13681.91638776329           -3186.182143581327            -10065.58356250822            4150.034687608488             -954.5669502996479               -11200.98894802893               -9886.524213476088               -635.5225361233579         -12852.99771254551         -1691.534008044821         -635.5225361233579            -12852.99771254551            -1691.534008044821            
21545.21554809639         7914.941941051971            -2061.248245422902           -13502.45415745203           -3118.022099118349            -9669.456945384618            4689.111690594193             -783.9719477792496               -11528.82798529265               -9324.75467499707                -192.5442693033965         -12796.98477061413         -1188.74288931573          -192.5442693033965            -12796.98477061413            -1188.74288931573             
21545.22408332954         8002.638811344867            -2693.678104563153           -13289.87607906567           -3032.660884336243            -9248.265468224472            5206.952312595156             -602.5544616796547               -11824.47308243981               -8748.101070586705               258.0152076001209          -12706.44850785258         -697.1668015172559         258.0152076001209             -12706.44850785258            -697.1668015172559            
21545.23262551577         8073.735085293165            -3317.253430994041           -13045.65120564054           -2931.950852844716            -8802.730955324598            5701.829210487064             -412.4754463281247               -12087.04509793828               -8157.785425099784               713.5511676895326          -12581.32611130505         -217.1896857539173         713.5511676895326             -12581.32611130505            -217.1896857539173            
21545.24117378194         8126.560062587611            -3930.594474402668           -12771.40383322731           -2817.876078180898            -8333.64355951096             6172.077332141725             -216.0069100065562               -12315.77584838624               -7555.065180657164               1171.372757294474          -12421.66245482433         250.8874915568679          1171.372757294474             -12421.66245482433            250.8874915568679             
21545.24972535755         8159.455489749724            -4532.255478734744           -12468.96370363528           -2692.554364619177            -7841.963222980156            6616.028928626502             -15.5440537846298                -12509.98668925139               -6941.351161082144               1628.642527321344          -12227.66105035756         706.7558033871006          1628.642527321344             -12227.66105035756            706.7558033871006             
21545.25827961021         8170.822661819203            -5121.009202849356           -12140.21953790448           -2558.155720808091            -7328.603099391393            7032.239542155719             186.5155259853273                -12669.19560115735               -6317.927280120121               2082.615843406414          -11999.61119782296         1150.303297806007          2082.615843406414             -11999.61119782296            1150.303297806007             
21545.2668348758          8159.127118995362            -5695.6142236046             -11787.20629197              -2416.917548267025            -6794.611293509496            7419.319117016799             387.7269536103634                -12793.03401963475               -5686.180436114744               2530.494125010275          -11737.95303193837         1581.425225451242          2530.494125010275             -11737.95303193837            1581.425225451242             
21545.27539035754         8122.924405212342            -6254.93938375564            -11412.01758628108           -2271.088030122534            -6241.064530862204            7776.028479585779             585.670247746224                 -12881.28257499868               -5047.468857282322               2969.547618449204          -11443.23190425864         2000.105679912777          2969.547618449204             -11443.23190425864            2000.105679912777             
21545.28394304127         8060.896230141336            -6797.755942208407           -11016.92393786271           -2122.950177151337            -5669.273745752377            8101.154264794301             777.9077850483004                -12933.83818897785               -4403.35788988938                3396.980557456712          -11116.20776827614         2406.249249072647          3396.980557456712             -11116.20776827614            2406.249249072647             
21545.29249343108         7971.837283918334            -7323.099418234433           -10604.09547784067           -1974.695026536276            -5080.410439123752            8393.737616268896             962.1427839395685                -12950.75630030178               -3755.194450762604               3810.243517010267          -10757.64609529203         2799.939297272019          3810.243517010267             -10757.64609529203            2799.939297272019             
21545.30103887189         7854.720780614535            -7829.837263563778           -10175.88941744311           -1828.509035171152            -4475.954482608038            8652.817916460761             1136.09623230635                 -12932.20173438341               -3104.613268066309               4206.720662986234          -10368.56932223008         3181.10210605367           4206.720662986234             -10368.56932223008            3181.10210605367              
21545.30957886727         7708.668689652915            -8316.994143591795           -9734.580042341138           -1686.455607230183            -3857.335129309182            8877.624328595452             1297.649516993546                -12878.46455805158               -2453.138129882781               4584.011500456762          -9950.041504170767         3549.738909739344          4584.011500456762             -9950.041504170767            3549.738909739344             
21545.31811259929         7532.986498239976            -8783.589247672162           -9282.45608675201            -1550.49353552019             -3226.098622480327            9067.482386708321             1444.812811400769                -12789.94072529967               -1802.371051296087               4939.82663152707           -9503.261863639778         3905.793456214948          4939.82663152707              -9503.261863639778            3905.793456214948             
21545.32663746144         7327.220709315526            -9228.560130239233           -8821.885008117193           -1422.474042682886            -2584.021838933671            9221.796281767769             1575.72900262697                 -12667.15667958313               -1154.104598607276               5271.954813301367          -9029.650296853328         4249.082429804363          5271.954813301367             -9029.650296853328            4249.082429804363             
21545.33515329126         7091.077973275136            -9650.987076066756           -8355.067565216854           -1304.052012839986            -1932.793477640105            9340.135986173485             1688.765594292451                -12510.71216898519               -509.9972431137699               5578.453882865932          -8530.614423161014         4579.457910838259          5578.453882865932             -8530.614423161014            4579.457910838259             
21545.34365967284         6824.480311780291            -10049.9363845537            -7884.160399336899           -1196.711925388451            -1274.205782786016            9422.165106225642             1782.481683025333                -12321.29056453416               128.2230740346477                5857.546933289251          -8007.675587872559         4896.680965620347          5857.546933289251             -8007.675587872559            4896.680965620347             
21545.35215412846         6527.643386310523            -10424.38561028337           -7411.361440727656           -1101.768181951573            -610.2924143135174            9467.639966934919             1855.633563232161                -12099.70818874765               758.6303165318036                6107.590650596095          -7462.583997218473         5200.352721738223          6107.590650596095             -7462.583997218473            5200.352721738223             
21545.36063772231         6200.892373315305            -10773.47734290575           -6938.581685923849           -1020.284252909073            57.11656816308619             9476.447818797447             1907.242257119638                -11846.76887215045               1379.524996530661                6327.260989744059          -6896.955150870413         5490.112810602345          6327.260989744059             -6896.955150870413            5490.112810602345             
21545.36910710289         5844.950117857313            -11096.17826492836           -6467.871677171348           -953.1449537181597            725.7824456854437             9448.574078835238             1936.542998580066                -11563.47312823707               1988.855510005667                6515.339918615357          -6312.775352054065         5765.356276984887          6515.339918615357             -6312.775352054065            5765.356276984887             
21545.37756633259         5460.45556618812             -11391.74703959305           -6000.75047200918            -900.9462290965012            1394.000484463447             9384.082785409808             1943.046152930065                -11250.63310125885               2585.083660677896                6671.00399978323           -5711.586546991239         6025.625168055534          6671.00399978323              -5711.586546991239            6025.625168055534             
21545.38601206687         5048.584307187588            -11659.17576336129           -5539.016672147089           -864.1057900791975            2059.442312081412             9283.166412444472             1926.492289187713                -10909.36316022177               3166.130091833111                6793.504126739411          -5095.497764639886         6270.129747473929          6793.504126739411             -5095.497764639886            6270.129747473929             
21545.39444446599         4610.581568839078            -11897.60970123659           -5084.131459809671           -842.774742216975             2720.030874708704             9146.106442838593             1886.890357986886                -10540.70641612801               3730.170507060941                6882.410401333232          -4466.419079443062         6498.106457070851          6882.410401333232             -4466.419079443062            6498.106457070851             
21545.40286393966         4147.883100945995            -12106.22260750656           -4637.392375756355           -836.8677957037899            3373.696626364503             8973.273520103334             1824.499168757659                -10145.7302684467                4275.410095083219                6937.533404158583          -3826.270081643105         6708.71448458204           6937.533404158583             -3826.270081643105            6708.71448458204              
21545.41126880462         3662.24206409893             -12284.17664024671           -4200.048695444902           -846.0630125758275            4018.211888479282             8765.187302345588             1739.848533003658                -9725.640608244765               4799.951129139318                6958.920552769553          -3177.150352658808         6900.99167115358           6958.920552769553             -3177.150352658808            6900.99167115358              
21545.41966189884         3155.337979253359            -12430.77529161965           -3772.951852924258           -869.8131374076329            4651.713408129165             8522.357351811417             1633.669031002783                -9281.450773927787               5302.221905858635                6946.87567657752           -2520.818765191673         7074.018827815238          6946.87567657752              -2520.818765191673            7074.018827815238             
21545.42804153948         2629.286712192361            -12545.28371639933           -3357.022947141433           -907.3436363795772            5272.024303847485             8245.509335936815             1506.975209710262                -8814.431833761158               5780.427881100848                6901.934393077032          -1859.381257510415         7226.726633969402          6901.934393077032             -1859.381257510415            7226.726633969402             
21545.43640975158         2086.136339978702            -12627.09157938491           -2952.831592081592           -957.6825406097901            5877.291028983117             7935.358258325864             1360.956951372329                -8325.68303365467                6233.06325689716                 6824.856888750738          -1194.640901753945         7358.084247130277          6824.856888750738             -1194.640901753945            7358.084247130277             
21545.4447666595          1528.193747282933            -12675.63141234006           -2560.881326921619           -1019.655493231465            6465.575756218166             7592.777617696912             1197.040661859332                -7816.431614620049               6658.592932394967                6716.634579697105          -528.5284082311359         7467.002291027526          6716.634579697105             -528.5284082311359            7467.002291027526             
21545.45311296835         957.8551624498455            -12690.42765156143           -2181.489111577921           -1091.910506606469            7035.054386072987             7218.723094536941             1016.839122081088                -7287.897529006494               7055.610071214917                6578.472240946409          137.1009394934904          7552.396803188761          6578.472240946409             137.1009394934904             7552.396803188761             
21545.46144920083         377.6378754899742            -12671.10009787219           -1814.82792337823            -1172.931044298701            7583.973868162085             6814.261531457872             822.1472078911584                -6741.338097900301               7422.807467947987                6411.784080635734          800.4144464821138          7613.194253840433          6411.784080635734             800.4144464821138             7613.194253840433             
21545.46977619519         -209.8721634353424           -12617.37457784928           -1460.912162788008           -1261.059858080059            8110.696975962557             6380.548581665003             614.9116501531894                -6178.016947859128               7759.0120908542                  6218.172266559855          1459.64820088045           7648.353398512227          6218.172266559855             1459.64820088045              7648.353398512227             
21545.47809578584         -802.088966664327            -12529.07803344381           -1119.58195067612            -1354.528905794242            8613.748691272858             5918.784741227091             397.1899189475444                -5599.154205676397               8063.21351911204                 5999.388930002196          2113.165243312285          7656.877621635772          5999.388930002196             2113.165243312285             7656.877621635772             
21545.48640840323         -1396.274491029713           -12406.16733263593           -790.614631795012            -1451.454643334623            9091.675587595184             5430.344102256523             171.1901670083193                -5006.092867875174               8334.479691638806                5757.379996356021          2759.270221750509          7637.824865917039          5757.379996356021             2759.270221750509             7637.824865917039             
21545.49471520555         -1989.708089522445           -12248.72155563793           -473.6474568926536           -1549.883722388711            9543.186601361465             4916.661009948471             -60.8051232231976                -4400.15558881413                8572.048624013247                5494.217142851449          3396.38128166988           7590.331620728964          5494.217142851449             3396.38128166988              7590.331620728964             
21545.50301699593         -2579.628858499326           -12056.96051990121           -168.2358520599521           -1647.804823088763            9967.093891273036             4379.288583737624             -296.4347931129284               -3782.721731296374               8775.295142120078                5212.10760493923           4022.94797092619           7513.6279741483            5212.10760493923              4022.94797092619              7513.6279741483               
21545.51131661442         -3163.422884808165           -11831.18689211059           126.2170534590677            -1743.200319044518            10362.43260420068             3819.736342089502             -533.3513194443437               -3155.048825386895               8943.785475564438                4913.289394944884          4637.630661096702          7407.023201680312          4913.289394944884             4637.630661096702             7407.023201680312             
21545.5135420646          -3318.584680990818           -11764.91599298767           203.3910212670073            -1768.089540386321            10463.46804769556             3666.129043444622             -596.7924739157008               -2985.168505761696               8983.012166686874                4830.619074893888          4800.263769521938          7373.275215072596          4830.619074893888             4800.263769521938             7373.275215072596             
